team1,team2,team1_score,team2_score,match_date,match_time
Anubis Gaming,NASR Esports,0,3,N/A,10:00 AM
Team Heretics,SUMN FC,3,1,N/A,9:30 AM
forZe,Team Singularity,3,2,N/A,8:30 AM
BBL Esports,FUT Esports,3,0,N/A,6:15 AM
Alter Ego,NXL LIGAGAME,2,3,N/A,5:00 AM
Overtime Esports,MiTH.Attitude,0,3,N/A,4:15 AM
FUT Esports,Oxygen Esports,2,0,N/A,4:00 AM
Morph Impact,BOOM Esports,2,0,N/A,3:00 AM
ahq e-Sports Club,LJG,3,0,N/A,2:00 AM
BlackBird Ignis,Absolute JUPITER,0,3,N/A,12:40 AM
Team SMG,Todak,2,3,N/A,12:30 AM
EXO Clan,ORDER,3,0,N/A,12:15 AM
Vision Strikers,TNL Esports,3,0,N/A,11:00 PM
ArkAngel,Bren Esports,0,3,N/A,11:00 PM
REJECT,DetonatioN FocusMe,2,0,N/A,9:35 PM
Reality Rift,Todak,1,2,N/A,9:00 PM
100 Thieves,Sentinels,2,1,N/A,5:15 PM
Estral Esports,DKS Esports,3,0,N/A,4:30 PM
Liberty,paiN Gaming,0,2,N/A,4:25 PM
Envy,TSM,0,2,N/A,3:00 PM
Gamelanders Blue,B4 Esports,2,0,N/A,2:00 PM
SUMN FC,FunPlus Phoenix,2,1,N/A,1:30 PM
LDM Esports,INFINITY,0,3,N/A,1:00 PM
Team Singularity,Gambit Esports,2,1,N/A,11:15 AM
Team Heretics,G2 Esports,2,1,N/A,10:00 AM
Las Venturas,Todak,0,0,N/A,10:00 AM
ROX TEAM,forZe,1,2,N/A,8:00 AM
Mod-Z,Oxygen Esports,0,2,N/A,7:15 AM
BBL Esports,FUT Esports,2,0,N/A,7:05 AM
Amateur Team,ahq e-Sports Club,0,2,N/A,6:00 AM
NXL LIGAGAME,BOOM Esports,2,0,N/A,5:30 AM
DetonatioN FocusMe,Absolute JUPITER,0,2,N/A,4:00 AM
Sangal Esports,Mod-Z,1,2,N/A,4:00 AM
Oxygen Esports,Anatolia Esports,2,1,N/A,4:00 AM
Team SMG,Reality Rift,2,1,N/A,3:20 AM
LT,LJG,1,2,N/A,3:00 AM
Morph Impact,Alter Ego,0,2,N/A,3:00 AM
TNL Esports,aNg DarkHorse,2,1,N/A,2:25 AM
Mindfreak,ORDER,0,2,N/A,2:15 AM
Bren Esports,Hashira,2,0,N/A,2:15 AM
BlackBird Ignis,REJECT,2,0,N/A,1:00 AM
Team SMG,Todak,2,0,N/A,12:45 AM
Kingsmen,Reality Rift,0,2,N/A,12:45 AM
Legacy Esports,EXO Clan,0,2,N/A,12:00 AM
Vision Strikers,Cloud9 Korea,2,1,N/A,11:00 PM
ArkAngel,SE ATLAS,2,1,N/A,11:00 PM
Team SMG,Las Venturas,2,0,N/A,8:00 PM
INFINITY,Penguins of the night,3,1,N/A,6:00 PM
100 Thieves,T1,2,0,N/A,5:10 PM
Sentinels,FaZe Clan,2,0,N/A,3:00 PM
paiN Gaming,Imperial Esports,2,1,N/A,3:00 PM
Team oNe,B4 Esports,0,2,N/A,2:00 PM
DKS Esports,9z Team,3,0,N/A,1:00 PM
FunPlus Phoenix,nolpenki,2,0,N/A,12:15 PM
AoeXe,Gambit Esports,0,2,N/A,11:30 AM
Fox Gaming,Team Majesty,3,1,N/A,10:00 AM
SUMN FC,Purple Cobras,2,0,N/A,10:00 AM
Axsor,Team Singularity,1,2,N/A,8:00 AM
Oxygen Esports,BBL Esports,1,2,N/A,7:00 AM
HaZe Clan,Mod-Z,0,2,N/A,6:20 AM
aNg DarkHorse,T1 Korea,2,1,N/A,6:00 AM
Only One Word,LJG,1,2,N/A,6:00 AM
ex-Reckless Lads,BOOM Esports,0,2,N/A,5:00 AM
Anatolia Esports,Beşiktaş Esports,2,0,N/A,4:00 AM
Sangal Esports,FUT Esports,1,2,N/A,4:00 AM
DetonatioN FocusMe,FAV gaming,2,0,N/A,3:30 AM
ORDER,Gravitas,2,1,N/A,3:15 AM
Team Z,LT,1,2,N/A,3:00 AM
KINGSLAYERS,NXL LIGAGAME,0,2,N/A,2:30 AM
TNL Esports,PROPARTY,2,1,N/A,2:00 AM
Hashira,KADILIMAN,0,0,N/A,1:10 AM
Sengoku Gaming,Absolute JUPITER,0,2,N/A,1:00 AM
Dire Wolves,Mindfreak,1,2,N/A,12:00 AM
Bren Esports,AG.Nefarious,2,0,N/A,11:00 PM
Renegades,TSM,0,2,N/A,5:10 PM
Envy,Immortals,2,0,N/A,3:00 PM
G2 Esports,Orgless,2,0,N/A,2:15 PM
Gamelanders Blue,INGAMING Esports,2,0,N/A,2:00 PM
Rebirth Esports,9z Team,2,3,N/A,1:00 PM
Vorax,Liberty,0,0,N/A,12:30 PM
forZe,One Breath Gaming,2,0,N/A,11:00 AM
NASR Esports,QLASH Egypt,2,0,N/A,10:00 AM
Team Liquid,Team Heretics,1,2,N/A,10:00 AM
ROX TEAM,Aim.Attack,2,0,N/A,8:00 AM
The Ultimates,KnockOut Esports,0,0,N/A,8:00 AM
FUT Esports,Beşiktaş Esports,2,0,N/A,7:00 AM
BBL Esports,Mod-Z,2,0,N/A,6:40 AM
ONIC G,Alter Ego,0,2,N/A,5:45 AM
ahq e-Sports Club,Five Ace Esports,2,0,N/A,5:45 AM
Cloud9 Korea,Crazy Hamster,2,1,N/A,5:30 AM
REJECT,SCARZ,2,0,N/A,5:30 AM
Oxygen Esports,HaZe Clan,2,0,N/A,4:00 AM
Sangal Esports,Anatolia Esports,2,0,N/A,4:00 AM
EXO Clan,Wildcard Gaming,2,0,N/A,3:00 AM
Rex Regum Qeon,Morph Impact,1,2,N/A,2:30 AM
Vision Strikers,F4Q,2,0,N/A,2:00 AM
LEGENDs,Amateur Team,1,2,N/A,2:00 AM
ANBU Elite Gaming,SE ATLAS,0,2,N/A,1:10 AM
BlackBird Ignis,Crazy Raccoon,2,0,N/A,1:00 AM
Avant,Legacy Esports,0,2,N/A,12:15 AM
ArkAngel,NXP.Aether,2,0,N/A,11:15 PM
Furious Gaming,DKS Esports,9,13,N/A,5:00 PM
Arctic,need more DM,8,13,N/A,3:00 PM
Cream Real Betis,need more DM,11,13,N/A,2:00 PM
ISOL-BULIL,With the boiz,0,2,N/A,1:00 PM
UCAM Esports Club,Arctic,13,6,N/A,1:00 PM
need more DM,Arctic,10,13,N/A,12:00 PM
Cream Real Betis,UCAM Esports Club,6,13,N/A,11:00 AM
Occamy Omega,KINGSLAYERS,0,2,N/A,2:30 AM
NXL LIGAGAME,ex-AING MAUNG Esports,2,0,N/A,2:30 AM
ex-Reckless Lads,Nerd Banana,1,1,N/A,2:30 AM
BOOM Esports,Grimz Esports,2,0,N/A,2:30 AM
XcN Gaming,ONIC G,1,2,N/A,2:00 AM
Somnium Esports,Rex Regum Qeon,0,2,N/A,12:00 AM
WAY Esports,Morph Impact,0,2,N/A,12:00 AM
Alter Ego,ZENITH,2,0,N/A,12:00 AM
Penguins of the night,Atletica Pro Gaming 9,13,3,N/A,10:00 PM
E-Xolos LAZER,Atletica Pro Gaming 9,13,4,N/A,10:00 PM
INFINITY,Atletica Pro Gaming 9,13,7,N/A,9:00 PM
OG Esports,Arctic Gaming Mexico,5,13,N/A,9:00 PM
E-Xolos LAZER,LDM Esports,13,6,N/A,8:30 PM
IGNIS Esports,Penguins of the night,3,13,N/A,8:00 PM
Feint Gaming,9z Team,4,13,N/A,8:00 PM
INFINITY,Arctic Gaming Mexico,9,13,N/A,7:00 PM
LDM Esports,Atletica Pro Gaming 9,13,6,N/A,7:00 PM
E-Xolos LAZER,OG Esports,13,6,N/A,7:00 PM
9z Team,Rebirth Esports,6,13,N/A,7:00 PM
Dylema Gaming,Feint Gaming,13,5,N/A,7:00 PM
DKS Esports,Estral Esports,9,13,N/A,7:00 PM
INFINITY,LDM Esports,10,13,N/A,6:00 PM
Dylema Gaming,Australs,10,13,N/A,6:00 PM
Feint Gaming,Estral Esports,6,13,N/A,6:00 PM
Rebirth Esports,DKS Esports,14,16,N/A,6:00 PM
9z Team,Estral Esports,10,13,N/A,5:00 PM
Dylema Gaming,Furious Gaming,3,13,N/A,5:00 PM
Australs,Rebirth Esports,5,13,N/A,5:00 PM
Wygers,B7 Warriors,14,12,N/A,3:20 PM
Furious Gaming,Australs,10,13,N/A,3:00 PM
Nexus Gaming,B7 Warriors,2,13,N/A,2:40 PM
Movistar Riders,Wygers,16,14,N/A,1:30 PM
B7 Warriors,Wygers,14,16,N/A,12:10 PM
Movistar Riders,Nexus Gaming,13,9,N/A,11:00 AM
Attack All Around,Team 600,13,9,N/A,9:00 AM
Team 600,Todak,10,13,N/A,8:00 AM
Team 600,Frostwolf,13,8,N/A,6:45 AM
NG.Black,MiTH.Attitude,1,2,N/A,6:00 AM
Todak,Frostwolf,13,2,N/A,6:00 AM
Attack All Around,Todak,4,13,N/A,5:00 AM
Attack All Around,Frostwolf,13,7,N/A,4:00 AM
INFINITY,Penguins of the night,13,6,N/A,9:00 PM
IGNIS Esports,Arctic Gaming Mexico,6,13,N/A,9:00 PM
OG Esports,Penguins of the night,12,14,N/A,8:00 PM
INFINITY,IGNIS Esports,13,6,N/A,7:00 PM
Finest,S2V Esports,13,5,N/A,2:10 PM
hehe_,S2V Esports,0,0,N/A,2:00 PM
Team Heretics,Finest,13,5,N/A,12:50 PM
STR99,VASTA Gaming,0,0,N/A,12:00 PM
With the boiz,VASTA Gaming,2,0,N/A,12:00 PM
S2V Esports,Finest,7,13,N/A,12:00 PM
Team Heretics,hehe_,0,0,N/A,11:00 AM
Team SMG,MiTH.Attitude,0,0,N/A,9:00 AM
Overtime Esports,NG.Black,2,0,N/A,8:15 AM
Sharper Esport,MiTH.Attitude,0,2,N/A,8:15 AM
Kingsmen,Team SMG,7,13,N/A,8:00 AM
Team SMG,Alter Ego,8,13,N/A,7:00 AM
Sharper Esport,QConfirm,2,0,N/A,6:00 AM
Attack All Around,MiTH.Attitude,0,2,N/A,6:00 AM
Kingsmen,Alter Ego,8,13,N/A,6:00 AM
MiTH.Attitude,Kingsmen,13,9,N/A,5:00 AM
MiTH.Attitude,Alter Ego,13,6,N/A,4:00 AM
Atletica Pro Gaming 9,IGNIS Esports,11,13,N/A,9:00 PM
Penguins of the night,LDM Esports,5,13,N/A,9:00 PM
INFINITY,E-Xolos LAZER,13,9,N/A,8:00 PM
OG Esports,IGNIS Esports,11,13,N/A,8:00 PM
Atletica Pro Gaming 9,Arctic Gaming Mexico,11,13,N/A,8:00 PM
INFINITY,OG Esports,13,3,N/A,7:00 PM
Penguins of the night,E-Xolos LAZER,3,13,N/A,7:00 PM
Arctic Gaming Mexico,LDM Esports,12,14,N/A,7:00 PM
Estral Esports,Furious Gaming,13,6,N/A,6:00 PM
Dylema Gaming,9z Team,13,8,N/A,6:00 PM
DKS Esports,Feint Gaming,13,5,N/A,6:00 PM
DKS Esports,9z Team,12,14,N/A,5:00 PM
Australs,Feint Gaming,13,3,N/A,5:00 PM
Rebirth Esports,Furious Gaming,13,6,N/A,5:00 PM
Mamba Mode Gaming,Andbox,0,2,N/A,4:30 PM
Dylema Gaming,Rebirth Esports,2,13,N/A,4:00 PM
Estral Esports,Australs,13,11,N/A,4:00 PM
Sedated,ex-Serenity,0,2,N/A,4:00 PM
Team Queso,ex-Giants Gaming,9,13,N/A,3:00 PM
Sedated,Andbox,0,2,N/A,3:00 PM
Mamba Mode Gaming,ex-Serenity,2,0,N/A,3:00 PM
DfuseTeam,ROG Esport,2,0,N/A,2:15 PM
ex-Giants Gaming,QLASH,13,4,N/A,2:15 PM
Axsor,Team Queso,13,10,N/A,1:15 PM
QLASH,Team Queso,13,15,N/A,12:15 PM
Equinox Esports,Sedated,1,2,N/A,12:00 PM
Spot Up,Andbox,1,2,N/A,12:00 PM
Phoenix1,Mamba Mode Gaming,0,2,N/A,12:00 PM
ex-Serenity,Built By Gamers,2,0,N/A,12:00 PM
L'institut,ROG Esport,1,2,N/A,11:00 AM
ex-Giants Gaming,Axsor,12,14,N/A,11:00 AM
DfuseTeam,keepYOURskill,2,0,N/A,9:00 AM
Velocity Gaming,Noble India,3,2,N/A,8:00 AM
Legacy Esports,RipNTear,2,0,N/A,1:30 AM
Funcrew,Gravitas,1,2,N/A,11:15 PM
Wildcard Gaming,R!OT Gaming,2,0,N/A,9:00 PM
LDM Esports,OG Esports,13,3,N/A,9:00 PM
Arctic Gaming Mexico,E-Xolos LAZER,7,13,N/A,9:00 PM
Arctic Gaming Mexico,Penguins of the night,3,13,N/A,8:00 PM
Atletica Pro Gaming 9,OG Esports,14,12,N/A,8:00 PM
LDM Esports,IGNIS Esports,13,5,N/A,8:00 PM
IGNIS Esports,E-Xolos LAZER,9,13,N/A,7:00 PM
Equinox Esports,Pyronic,2,0,N/A,6:30 PM
Orgles5,Sedated,1,2,N/A,6:30 PM
beastcoast,Spot Up,0,2,N/A,6:30 PM
Andbox,SOR,2,1,N/A,6:30 PM
Shiba,Phoenix1,0,2,N/A,6:30 PM
Mamba Mode Gaming,Slimy Boogermen,2,0,N/A,6:30 PM
Roosters,ex-Serenity,0,2,N/A,6:30 PM
Built By Gamers,Team 2D,2,0,N/A,6:30 PM
Feint Gaming,Rebirth Esports,4,13,N/A,6:00 PM
Dylema Gaming,DKS Esports,11,13,N/A,6:00 PM
Australs,9z Team,9,13,N/A,6:00 PM
Estral Esports,Rebirth Esports,13,5,N/A,5:15 PM
Australs,DKS Esports,11,13,N/A,5:00 PM
Feint Gaming,Furious Gaming,13,15,N/A,5:00 PM
Sedated,Big Frames,2,0,N/A,4:20 PM
Phoenix1,Penguin Sledding,2,0,N/A,4:20 PM
ex-Serenity,DREAMLAND,2,1,N/A,4:00 PM
TradeLikePros Gold,Spot Up,0,2,N/A,4:00 PM
Slimy Boogermen,Take Flyte,2,0,N/A,4:00 PM
Team 2D,Wichita Wolves,2,0,N/A,4:00 PM
FeaFeaFea,keepYOURskill,5,13,N/A,3:55 PM
Dylema Gaming,Estral Esports,10,13,N/A,3:55 PM
Furious Gaming,9z Team,9,13,N/A,3:55 PM
Noobs With Attitude,keepYOURskill,11,13,N/A,3:15 PM
FeaFeaFea,L'institut,14,16,N/A,2:00 PM
L'institut,keepYOURskill,13,9,N/A,1:00 PM
Equinox Esports,ex-Serenity,2,0,N/A,1:00 PM
TradeLikePros Gold,Shiba,0,2,N/A,1:00 PM
Andbox,Slimy Boogermen,2,1,N/A,1:00 PM
Team 2D,Orgles5,1,2,N/A,1:00 PM
Mamba Mode Gaming,SOR,2,1,N/A,1:00 PM
beastcoast,Phoenix1,2,0,N/A,1:00 PM
NRG Esports,Spot Up,0,2,N/A,1:00 PM
Cloud9 White,Pyronic,0,2,N/A,1:00 PM
FeaFeaFea,Noobs With Attitude,13,6,N/A,12:00 PM
NRG Esports,TradeLikePros Gold,13,15,N/A,12:00 PM
Cloud9 White,Roosters,6,13,N/A,12:00 PM
Team Heretics,ex-Giants Gaming,2,0,N/A,10:00 AM
Legacy Esports,ORDER,1,2,N/A,3:30 AM
Momentum Based,Gravitas,0,2,N/A,12:25 AM
Funcrew,Avant,1,2,N/A,12:15 AM
R!OT Gaming,McTeam,2,0,N/A,10:40 PM
Mindfreak,Nebula,2,1,N/A,9:00 PM
Waterbottle,RipNTear,0,2,N/A,9:00 PM
ROG Esport,Souldazz,13,9,N/A,4:00 PM
HSDIRR,VASTA Gaming,2,1,N/A,4:00 PM
2G4L,OIL,13,4,N/A,4:00 PM
Souldazz,Yendez,13,7,N/A,3:00 PM
Gamelanders Blue,Imperial Esports,2,0,N/A,3:00 PM
DfuseTeam,ROG Esport,13,11,N/A,2:00 PM
ROG Esport,Yendez,13,7,N/A,1:00 PM
ex-Giants Gaming,B7 Warriors,2,0,N/A,12:30 PM
Souldazz,DfuseTeam,1,13,N/A,12:00 PM
Team Heretics,Wygers,2,0,N/A,10:00 AM
Alter Ego,BOOM Esports,3,0,N/A,6:30 AM
BOOM Esports,Attack All Around,2,1,N/A,3:00 AM
Imperial Esports,paiN Gaming,2,1,N/A,5:00 PM
RED Canids,Gamelanders Blue,0,2,N/A,3:00 PM
Cream Real Betis,Finest,1,2,N/A,1:00 PM
nolpenki,Wave Esports,0,2,N/A,1:00 PM
VASTA Gaming,hREDS,2,0,N/A,12:15 PM
BOOM Esports,Alter Ego,0,2,N/A,8:00 AM
Attack All Around,NG.Black,2,0,N/A,8:00 AM
MiTH.Attitude,Attack All Around,1,2,N/A,5:00 AM
Todak,NG.Black,0,2,N/A,5:00 AM
Movistar Riders,Finest,0,2,N/A,12:30 PM
With the boiz,ISOL-BULIL,1,2,N/A,12:15 PM
STR99,Cakebois,2,1,N/A,12:15 PM
ex-Giants Gaming,Cream Real Betis,0,0,N/A,11:00 AM
RvN,The Ultimates,3,0,N/A,10:00 AM
Attack All Around,Sharper Esport,2,0,N/A,7:00 AM
NG.Black,NXL LIGAGAME,2,1,N/A,7:00 AM
Todak,BOOM Esports,0,2,N/A,5:00 AM
MiTH.Attitude,Alter Ego,0,2,N/A,5:00 AM
NG.Black,MiTH.Attitude,0,2,N/A,2:00 AM
Keyd Stars,Liberty,0,2,N/A,4:00 PM
Cream Real Betis,Axsor,13,6,N/A,3:00 PM
UCAM Esports Club,Wygers,1,2,N/A,2:45 PM
Axsor,Arctic,13,10,N/A,2:00 PM
ex-Giants Gaming,UCAM Esports Club,2,0,N/A,1:15 PM
OffLimits,Wygers,0,2,N/A,1:15 PM
Movistar Riders,Cream Real Betis,13,10,N/A,1:00 PM
Cream Real Betis,Arctic,13,5,N/A,12:00 PM
Movistar Riders,Axsor,13,9,N/A,11:00 AM
ex-Giants Gaming,OffLimits,2,0,N/A,11:00 AM
UCAM Esports Club,Wygers,2,0,N/A,11:00 AM
Anubis Gaming,NASR Esports,3,0,N/A,10:00 AM
FULL SENSE,QConfirm,0,2,N/A,9:00 AM
Daytrade Gaming,MiTH.Attitude,0,2,N/A,9:00 AM
Sharper Esport,BOOM Esports,0,2,N/A,9:00 AM
Attack All Around,Overtime Esports,1,2,N/A,6:00 AM
Sharper Esport,NG.Black,0,2,N/A,6:00 AM
Alter Ego,NXL LIGAGAME,2,1,N/A,5:00 AM
Todak,Attack All Around,2,1,N/A,2:00 AM
Liberty,tiobarão,2,0,N/A,8:00 PM
Team oNe,Keyd Stars,1,2,N/A,5:00 PM
B7 Warriors,Movistar Riders,2,0,N/A,3:45 PM
S2V Esports,Finest,3,13,N/A,2:40 PM
Finest,Team Queso,13,7,N/A,2:00 PM
Team Heretics,B7 Warriors,2,0,N/A,2:00 PM
Cream Real Betis,Movistar Riders,0,2,N/A,2:00 PM
ex-Giants Gaming,S2V Esports,13,5,N/A,1:00 PM
S2V Esports,Team Queso,13,4,N/A,12:00 PM
ex-Giants Gaming,Finest,13,11,N/A,11:00 AM
Team Heretics,Cream Real Betis,2,0,N/A,11:00 AM
Movistar Riders,B7 Warriors,1,2,N/A,11:00 AM
Fox Gaming,Team Majesty,3,2,N/A,10:00 AM
Team Singularity,5MOKES,2,1,N/A,10:00 AM
Sharper Esport,Daytrade Gaming,2,0,N/A,9:00 AM
NG.Black,MiTH.Attitude,2,0,N/A,7:45 AM
Attack All Around,FULL SENSE,2,0,N/A,6:00 AM
QConfirm,Overtime Esports,1,2,N/A,6:00 AM
TSM,FaZe Clan,3,1,N/A,4:20 PM
Team Heretics,Finest,2,0,N/A,1:35 PM
Immortals,TSM,1,2,N/A,1:25 PM
Team Majesty,Alterfox Esports,2,0,N/A,12:00 PM
FaZe Clan,T1,2,0,N/A,11:00 AM
Purple Cobras,need more DM,2,1,N/A,10:00 AM
Gambit Esports,Eloquence,2,0,N/A,10:00 AM
aspyxia,5MOKES,0,2,N/A,9:00 AM
Lankräm,Aim.Attack,1,2,N/A,7:00 AM
HaZe Clan,Galakticos,2,0,N/A,6:15 AM
THEX,Brave,2,0,N/A,5:00 AM
T1 Korea,Rover,2,0,N/A,4:40 AM
BlackBird Ignis,Nester,2,0,N/A,4:40 AM
5NOOBS,HaZe Clan,2,0,N/A,4:00 AM
Digital Athletics,Galakticos,1,2,N/A,3:00 AM
REJECT,LAG Gaming,2,0,N/A,2:30 AM
aNg DarkHorse,BE INFAMOUS,2,1,N/A,2:00 AM
Dire Wolves,Wildcard Gaming,2,0,N/A,1:45 AM
Nebula,Kanga Esports,2,0,N/A,1:20 AM
JMNY6,Las Venturas,0,2,N/A,1:00 AM
DetonatioN FocusMe,DeToNator,2,0,N/A,12:40 AM
ORDER,RipNTear,2,0,N/A,11:45 PM
EXO Clan,Mindfreak,2,0,N/A,11:00 PM
Kingsmen,Zero Synergy,2,1,N/A,11:00 PM
Sengoku Gaming,CYCLOPS athlete gaming,2,1,N/A,10:00 PM
Running Dogs,NoKap,2,0,N/A,10:00 PM
Team 600,Excelsa,1,2,N/A,10:00 PM
Avant,Gravitas,2,1,N/A,9:00 PM
Waterbottle,Legacy Esports,0,2,N/A,9:00 PM
Luminosity,Immortals,0,2,N/A,6:00 PM
TSM,Moon Raccoons,2,0,N/A,4:10 PM
Prodigy,L'institut,2,1,N/A,1:40 PM
Gen.G,FaZe Clan,1,2,N/A,1:05 PM
T1,Cloud9,2,0,N/A,11:00 AM
nolpenki,Enterprise Esports,2,1,N/A,10:00 AM
kek123,aspyxia,0,2,N/A,9:00 AM
Eloquence,SHHHHHHH!,2,0,N/A,9:00 AM
Brave,N4PAS,2,0,N/A,9:00 AM
Team Empire,Aim.Attack,1,2,N/A,9:00 AM
Nester,Connect Gaming,13,9,N/A,7:05 AM
HaZe Clan,Digital Athletics,2,0,N/A,7:00 AM
BlackBird Ignis,CREST GAMING Zst,13,5,N/A,6:00 AM
Zero Synergy,Todak,0,2,N/A,6:00 AM
AKIHABARA ENCOUNT,LAG Gaming,9,13,N/A,4:55 AM
Paper Rex,Vela Gaming,2,0,N/A,4:30 AM
5NOOBS,Galakticos,2,1,N/A,4:00 AM
REJECT,AlmondLatte,13,1,N/A,4:00 AM
Hashira,DFT Revitalize,13,11,N/A,4:00 AM
PROPARTY,THE START W,2,1,N/A,3:45 AM
Bestial,ArkAngel,7,13,N/A,3:00 AM
Novagis Gaming,DeToNator,9,13,N/A,2:45 AM
Quantum Strikers,Fast Rush,2,0,N/A,2:00 AM
Team SMG,Kingsmen,2,1,N/A,2:00 AM
ArkAngel,DFT Revitalize,13,7,N/A,2:00 AM
FIRST Gaming,DetonatioN FocusMe,2,13,N/A,1:45 AM
Bestial,Hashira,1,13,N/A,1:00 AM
CYCLOPS athlete gaming,Soabh,13,1,N/A,12:40 AM
Funcrew,Momentum Based,2,0,N/A,12:15 AM
Hashira,ArkAngel,8,13,N/A,12:00 AM
Sengoku Gaming,Unsold Stuff Gaming,13,3,N/A,11:30 PM
Reality Rift,Las Venturas,2,1,N/A,11:30 PM
Mindfreak,Kanga Esports,2,0,N/A,10:45 PM
McTeam,Wildcard Gaming,0,2,N/A,10:35 PM
Serenity,Moon Raccoons,0,2,N/A,9:00 PM
EXO Clan,Nebula,2,0,N/A,9:00 PM
Dire Wolves,R!OT Gaming,2,0,N/A,9:00 PM
Immortals,Dignitas,2,1,N/A,6:30 PM
Spacestation Gaming,Cloud9,1,2,N/A,6:00 PM
paiN Gaming,INTZ Angels,2,0,N/A,5:30 PM
FaZe Clan,NRG Esports,2,0,N/A,4:30 PM
T1,Immortals,2,1,N/A,2:30 PM
Imperial Esports,Team oNe,2,0,N/A,2:00 PM
Serenity,Gen.G,0,2,N/A,2:00 PM
NRG Esports,Andbox,2,0,N/A,1:00 PM
Enterprise Esports,eXiLe eSports,13,5,N/A,11:30 AM
Guild Esports,nolpenki,11,13,N/A,11:15 AM
Prodigy,B7 Warriors,14,12,N/A,11:15 AM
L'institut,HSDIRR,13,7,N/A,11:15 AM
Ninjas in Pyjamas,Purple Cobras,8,13,N/A,11:15 AM
Wave Esports,need more DM,9,13,N/A,11:15 AM
Team Heretics,VASTA Gaming,13,5,N/A,11:15 AM
Finest,Cream Real Betis,13,9,N/A,11:15 AM
Spacestation Gaming,Luminosity,0,2,N/A,11:00 AM
TSM,FaZe Clan,2,0,N/A,11:00 AM
Guild Esports,Warthox Esport,13,5,N/A,10:00 AM
Mik0nsDisciple,nolpenki,9,13,N/A,10:00 AM
Entropiq,Enterprise Esports,4,13,N/A,10:00 AM
eXiLe eSports,iPon Esport,13,6,N/A,10:00 AM
Prodigy,FeaFeaFea,13,11,N/A,10:00 AM
B7 Warriors,Rix.GG,13,7,N/A,10:00 AM
BIG,L'institut,9,13,N/A,10:00 AM
HSDIRR,UCAM Esports Club,13,6,N/A,10:00 AM
Ninjas in Pyjamas,GGmate,13,6,N/A,10:00 AM
GRANIT GAMING,Purple Cobras,12,14,N/A,10:00 AM
Wygers,Wave Esports,9,13,N/A,10:00 AM
need more DM,ROG Esport,13,3,N/A,10:00 AM
Team Heretics,-sheesh-,13,8,N/A,10:00 AM
VASTA Gaming,Opportunists,13,9,N/A,10:00 AM
Inside Games,Finest,7,13,N/A,10:00 AM
ex-Giants Gaming,Cream Real Betis,8,13,N/A,10:00 AM
5MOKES,CrowСrowd,2,0,N/A,9:00 AM
Eloquence,FlyToMoon,2,0,N/A,9:00 AM
SHHHHHHH!,DIRTY,2,0,N/A,9:00 AM
Sekai,Brave,1,2,N/A,9:00 AM
N4PAS,Emerald Gaming,2,1,N/A,9:00 AM
Team Empire,Guess,2,1,N/A,9:00 AM
FFT,Aim.Attack,0,2,N/A,9:00 AM
NongWaen,LEGENDs,0,0,N/A,9:00 AM
NongWaen,Bren Esports,0,0,N/A,8:00 AM
Bren Esports,Attack All Around,1,2,N/A,7:30 AM
Paper Rex,Elecbossa,0,2,N/A,5:00 AM
SeolHaeOne Prince,Crazy Hamster,0,2,N/A,4:45 AM
NongWaen,ahq e-Sports Club,0,0,N/A,4:00 AM
Cloud9 Korea,Lunatic-Hai,2,1,N/A,2:00 AM
Gamelanders Blue,Falkol eSports,2,0,N/A,6:00 PM
Dignitas,Knights,2,0,N/A,5:40 PM
Cloud9,Equinox Esports,2,0,N/A,5:00 PM
Complexity,Moon Raccoons,0,2,N/A,5:00 PM
RED Canids,B4 Esports,2,1,N/A,3:00 PM
Cloud9,Spacestation Gaming,0,2,N/A,2:00 PM
Equinox Esports,Luminosity,0,2,N/A,2:00 PM
TSM,NRG Esports,2,1,N/A,2:00 PM
Andbox,FaZe Clan,0,2,N/A,2:00 PM
Complexity,Serenity,1,2,N/A,2:00 PM
Moon Raccoons,Gen.G,0,2,N/A,2:00 PM
T1,Dignitas,2,1,N/A,2:00 PM
Immortals,Knights,2,0,N/A,2:00 PM
HSDIRR,MJAOMODE,2,1,N/A,1:15 PM
nolpenki,Team Sampi,13,9,N/A,11:00 AM
GodLAN,Cream Real Betis,11,13,N/A,11:00 AM
UCAM Esports Club,Bunkergg,13,7,N/A,11:00 AM
Finest,Event Horizon,13,8,N/A,11:00 AM
SKADE,FeaFeaFea,11,13,N/A,11:00 AM
Noobs With Attitude,GGmate,3,13,N/A,11:00 AM
L'institut,ex-Ravens Esports Club,13,7,N/A,11:00 AM
Lunaris,Enterprise Esports,10,13,N/A,11:00 AM
Purple Cobras,Kamil Klein new chapter,13,3,N/A,11:00 AM
iPon Esport,MJAOMODE,14,12,N/A,11:00 AM
-sheesh-,keepYOURskill,13,10,N/A,11:00 AM
ISOL-BULIL,Wave Esports,6,13,N/A,11:00 AM
Opportunists,All Day Long,13,1,N/A,11:00 AM
thunderPEEK,Warthox Esport,10,13,N/A,11:00 AM
Rix.GG,Valorando,13,7,N/A,11:00 AM
Team Toxic,ROG Esport,15,17,N/A,11:00 AM
nolpenki,Polarity Esports,13,3,N/A,10:00 AM
Team Sampi,Dawn of Stars,13,8,N/A,10:00 AM
Souldazz,GodLAN,15,17,N/A,10:00 AM
